OrderID,OrderDate,OrderTime,Hour,StoreID,ProductID,Quantity,UnitPrice,Discount,Revenue,Cost,Profit,PaymentMethod,CustomerType
104596,2024-04-05,16:19:00,16,STR_004,PRD_0054,1,7.15,0.05,6.79,4.09,2.70,Debit Card,New
104597,2024-04-05,14:02:00,14,STR_002,PRD_0038,4,4.05,0.00,16.20,9.24,6.96,Debit Card,Returning
104598,2024-04-05,20:06:00,20,STR_005,PRD_0003,4,7.05,0.00,28.20,16.54,11.66,Mobile Wallet,Returning
104599,2024-04-05,15:49:00,15,STR_002,PRD_0042,2,7.00,0.00,14.00,8.93,5.07,Credit Card,Returning
104600,2024-04-06,09:34:00,9,STR_004,PRD_0044,3,5.73,0.10,15.47,10.04,5.43,Credit Card,New
104601,2024-04-06,14:24:00,14,STR_002,PRD_0029,2,6.73,0.10,12.11,7.25,4.86,Credit Card,Returning
104602,2024-04-06,17:31:00,17,STR_003,PRD_0005,4,3.50,0.00,14.00,7.72,6.28,Debit Card,Returning
104603,2024-04-06,16:58:00,16,STR_006,PRD_0040,1,5.46,0.00,5.46,3.72,1.74,Credit Card,Returning
104604,2024-04-06,16:33:00,16,STR_006,PRD_0022,1,5.10,0.05,4.84,3.05,1.79,Credit Card,Returning
104605,2024-04-06,15:54:00,15,STR_002,PRD_0041,3,6.05,0.00,18.15,12.23,5.92,Debit Card,New
104606,2024-04-06,11:51:00,11,STR_004,PRD_0053,4,5.40,0.00,21.60,12.68,8.92,Credit Card,Returning
104607,2024-04-06,10:47:00,10,STR_001,PRD_0012,2,9.33,0.00,18.66,12.92,5.74,Debit Card,Returning
104608,2024-04-06,21:48:00,21,STR_002,PRD_0002,3,6.24,0.00,18.72,11.41,7.31,Debit Card,New
104609,2024-04-06,18:02:00,18,STR_004,PRD_0011,1,7.99,0.00,7.99,5.26,2.73,Mobile Wallet,New
104610,2024-04-06,19:43:00,19,STR_004,PRD_0022,1,6.00,0.00,6.00,4.15,1.85,Mobile Wallet,Returning
104611,2024-04-06,17:37:00,17,STR_002,PRD_0052,1,6.11,0.00,6.11,3.86,2.25,Credit Card,Returning
104612,2024-04-06,09:58:00,9,STR_005,PRD_0010,1,9.19,0.00,9.19,5.09,4.10,Credit Card,Returning
104613,2024-04-06,07:07:00,7,STR_003,PRD_0026,1,8.35,0.00,8.35,4.90,3.45,Debit Card,New
104614,2024-04-06,13:21:00,13,STR_006,PRD_0016,4,7.16,0.00,28.64,16.83,11.81,Credit Card,Returning
104615,2024-04-06,08:04:00,8,STR_006,PRD_0029,3,5.59,0.00,16.77,10.84,5.93,Debit Card,New
104616,2024-04-06,12:26:00,12,STR_004,PRD_0016,2,5.65,0.00,11.30,6.61,4.69,Credit Card,Returning
104617,2024-04-06,21:07:00,21,STR_004,PRD_0036,3,4.51,0.00,13.53,8.18,5.35,Debit Card,Returning
104618,2024-04-06,20:04:00,20,STR_005,PRD_0018,2,5.89,0.05,11.19,7.80,3.39,Mobile Wallet,Returning
104619,2024-04-06,13:59:00,13,STR_004,PRD_0017,2,5.71,0.05,10.85,7.30,3.55,Mobile Wallet,Returning
104620,2024-04-06,16:05:00,16,STR_003,PRD_0004,2,4.30,0.00,8.60,5.75,2.85,Mobile Wallet,Returning
104621,2024-04-06,09:52:00,9,STR_006,PRD_0002,3,6.95,0.00,20.85,14.00,6.85,Credit Card,Returning
104622,2024-04-06,15:23:00,15,STR_003,PRD_0008,2,6.16,0.00,12.32,7.24,5.08,Credit Card,New
104623,2024-04-06,07:58:00,7,STR_006,PRD_0005,2,3.60,0.00,7.20,4.80,2.40,Cash,Returning
104624,2024-04-06,13:51:00,13,STR_006,PRD_0029,3,6.13,0.00,18.39,10.98,7.41,Credit Card,Returning
104625,2024-04-06,15:47:00,15,STR_005,PRD_0038,2,3.44,0.05,6.54,3.80,2.74,Credit Card,New
104626,2024-04-06,15:03:00,15,STR_004,PRD_0047,3,6.84,0.00,20.52,12.80,7.72,Credit Card,Returning
104627,2024-04-06,13:52:00,13,STR_004,PRD_0026,2,9.16,0.05,17.40,11.42,5.98,Credit Card,New
104628,2024-04-06,17:25:00,17,STR_004,PRD_0034,2,4.29,0.00,8.58,5.79,2.79,Credit Card,Returning
104629,2024-04-06,15:38:00,15,STR_004,PRD_0002,2,5.43,0.05,10.32,6.42,3.90,Credit Card,New
104630,2024-04-06,14:31:00,14,STR_001,PRD_0041,1,5.51,0.10,4.96,3.45,1.51,Credit Card,New
104631,2024-04-06,11:33:00,11,STR_004,PRD_0002,4,5.41,0.00,21.64,12.36,9.28,Credit Card,Returning
104632,2024-04-06,14:57:00,14,STR_006,PRD_0002,3,6.05,0.00,18.15,11.63,6.52,Debit Card,New
104633,2024-04-06,08:59:00,8,STR_004,PRD_0005,2,4.23,0.05,8.04,4.63,3.41,Credit Card,New
104634,2024-04-06,08:00:00,8,STR_004,PRD_0025,4,8.29,0.00,33.16,19.83,13.33,Mobile Wallet,New
104635,2024-04-06,15:29:00,15,STR_003,PRD_0042,1,6.39,0.00,6.39,4.19,2.20,Credit Card,Returning
104636,2024-04-06,12:47:00,12,STR_004,PRD_0056,2,8.61,0.00,17.22,11.31,5.91,Cash,Returning
104637,2024-04-06,07:48:00,7,STR_005,PRD_0009,2,4.93,0.00,9.86,5.74,4.12,Credit Card,Returning
104638,2024-04-06,07:08:00,7,STR_003,PRD_0046,4,5.41,0.00,21.64,13.76,7.88,Debit Card,Returning
104639,2024-04-06,08:27:00,8,STR_006,PRD_0039,1,4.55,0.00,4.55,2.93,1.62,Credit Card,Returning
104640,2024-04-06,09:31:00,9,STR_004,PRD_0002,1,5.86,0.00,5.86,4.10,1.76,Debit Card,Returning
104641,2024-04-06,17:25:00,17,STR_001,PRD_0034,3,3.69,0.00,11.07,7.33,3.74,Credit Card,New
104642,2024-04-06,08:32:00,8,STR_003,PRD_0043,4,5.13,0.00,20.52,13.54,6.98,Credit Card,Returning
104643,2024-04-06,14:44:00,14,STR_004,PRD_0028,3,5.25,0.05,14.96,10.33,4.63,Debit Card,Returning
104644,2024-04-06,20:48:00,20,STR_002,PRD_0029,4,5.69,0.10,20.48,12.55,7.93,Mobile Wallet,New
104645,2024-04-06,09:34:00,9,STR_002,PRD_0011,2,9.34,0.00,18.68,12.75,5.93,Credit Card,Returning
104646,2024-04-06,15:44:00,15,STR_004,PRD_0021,3,5.56,0.00,16.68,11.68,5.00,Debit Card,Returning
104647,2024-04-07,07:11:00,7,STR_004,PRD_0001,2,5.30,0.10,9.54,5.96,3.58,Debit Card,Returning
104648,2024-04-07,16:30:00,16,STR_003,PRD_0016,4,6.29,0.00,25.16,15.23,9.93,Cash,Returning
104649,2024-04-07,15:28:00,15,STR_005,PRD_0051,2,3.54,0.00,7.08,3.95,3.13,Credit Card,Returning
104650,2024-04-07,07:16:00,7,STR_004,PRD_0040,4,6.86,0.00,27.44,18.58,8.86,Debit Card,New
104651,2024-04-07,12:03:00,12,STR_002,PRD_0035,3,4.74,0.00,14.22,9.66,4.56,Debit Card,New
104652,2024-04-07,19:12:00,19,STR_006,PRD_0027,4,9.53,0.00,38.12,23.78,14.34,Credit Card,New
104653,2024-04-07,17:38:00,17,STR_003,PRD_0055,2,8.65,0.10,15.57,9.17,6.40,Debit Card,New
104654,2024-04-07,21:42:00,21,STR_006,PRD_0047,3,5.21,0.05,14.85,8.76,6.09,Credit Card,New
104655,2024-04-07,11:11:00,11,STR_004,PRD_0049,3,3.91,0.00,11.73,7.42,4.31,Credit Card,Returning
104656,2024-04-07,14:11:00,14,STR_006,PRD_0015,1,5.64,0.00,5.64,3.87,1.77,Mobile Wallet,Returning
104657,2024-04-07,08:07:00,8,STR_006,PRD_0039,2,3.17,0.00,6.34,4.22,2.12,Debit Card,Returning
104658,2024-04-07,16:06:00,16,STR_005,PRD_0048,2,5.69,0.05,10.81,6.40,4.41,Debit Card,New
104659,2024-04-07,17:18:00,17,STR_004,PRD_0047,1,6.67,0.00,6.67,4.05,2.62,Credit Card,New
104660,2024-04-07,15:54:00,15,STR_006,PRD_0005,2,3.94,0.00,7.88,4.44,3.44,Cash,New
104661,2024-04-07,14:48:00,14,STR_004,PRD_0028,3,6.56,0.00,19.68,11.84,7.84,Credit Card,Returning
104662,2024-04-07,13:48:00,13,STR_004,PRD_0041,3,6.36,0.05,18.13,12.08,6.05,Debit Card,Returning
104663,2024-04-07,17:21:00,17,STR_002,PRD_0031,4,5.49,0.00,21.96,12.86,9.10,Credit Card,New
104664,2024-04-07,16:47:00,16,STR_003,PRD_0029,4,5.45,0.00,21.80,14.03,7.77,Credit Card,Returning
104665,2024-04-07,09:32:00,9,STR_005,PRD_0042,1,6.38,0.10,5.74,3.23,2.51,Cash,New
104666,2024-04-07,15:05:00,15,STR_006,PRD_0048,1,5.62,0.00,5.62,3.50,2.12,Credit Card,Returning
104667,2024-04-07,10:07:00,10,STR_004,PRD_0050,4,4.87,0.00,19.48,13.11,6.37,Debit Card,Returning
104668,2024-04-07,17:28:00,17,STR_005,PRD_0038,4,3.28,0.00,13.12,8.17,4.95,Cash,Returning
104669,2024-04-07,11:13:00,11,STR_002,PRD_0029,2,6.46,0.00,12.92,7.26,5.66,Mobile Wallet,Returning
104670,2024-04-07,19:55:00,19,STR_004,PRD_0041,4,5.73,0.10,20.63,13.15,7.48,Debit Card,Returning
104671,2024-04-07,13:51:00,13,STR_002,PRD_0056,2,8.59,0.00,17.18,11.21,5.97,Mobile Wallet,Returning
104672,2024-04-07,15:33:00,15,STR_004,PRD_0031,4,5.59,0.00,22.36,15.15,7.21,Mobile Wallet,Returning
104673,2024-04-07,08:25:00,8,STR_003,PRD_0053,4,6.78,0.00,27.12,15.09,12.03,Credit Card,Returning
104674,2024-04-07,20:30:00,20,STR_006,PRD_0053,4,6.86,0.00,27.44,16.22,11.22,Mobile Wallet,New
104675,2024-04-07,16:01:00,16,STR_001,PRD_0055,1,8.88,0.10,7.99,4.62,3.37,Credit Card,New
104676,2024-04-07,12:43:00,12,STR_002,PRD_0029,1,5.50,0.00,5.50,3.15,2.35,Cash,Returning
104677,2024-04-07,15:10:00,15,STR_006,PRD_0022,2,5.78,0.00,11.56,6.63,4.93,Credit Card,Returning
104678,2024-04-07,14:26:00,14,STR_005,PRD_0050,1,4.01,0.00,4.01,2.61,1.40,Debit Card,Returning
104679,2024-04-07,20:44:00,20,STR_002,PRD_0044,1,4.77,0.05,4.53,2.64,1.89,Credit Card,Returning
104680,2024-04-07,21:00:00,21,STR_005,PRD_0050,2,4.52,0.00,9.04,6.31,2.73,Credit Card,New
104681,2024-04-07,15:13:00,15,STR_006,PRD_0044,3,4.83,0.00,14.49,8.51,5.98,Debit Card,Returning
104682,2024-04-07,06:38:00,6,STR_001,PRD_0004,1,4.30,0.00,4.30,2.38,1.92,Credit Card,Returning
104683,2024-04-07,15:42:00,15,STR_005,PRD_0003,2,6.02,0.00,12.04,7.29,4.75,Credit Card,Returning
104684,2024-04-07,17:38:00,17,STR_006,PRD_0039,3,4.30,0.05,12.25,6.99,5.26,Credit Card,Returning
104685,2024-04-07,10:49:00,10,STR_003,PRD_0007,3,5.70,0.00,17.10,11.42,5.68,Credit Card,Returning
104686,2024-04-07,10:51:00,10,STR_005,PRD_0027,2,8.06,0.00,16.12,10.12,6.00,Debit Card,New
104687,2024-04-07,12:37:00,12,STR_005,PRD_0023,3,6.71,0.00,20.13,11.25,8.88,Cash,Returning
104688,2024-04-07,14:24:00,14,STR_005,PRD_0025,4,9.04,0.00,36.16,21.47,14.69,Credit Card,New
104689,2024-04-07,10:22:00,10,STR_006,PRD_0041,1,7.01,0.05,6.66,4.43,2.23,Credit Card,New
104690,2024-04-07,11:59:00,11,STR_004,PRD_0029,1,5.90,0.00,5.90,3.66,2.24,Mobile Wallet,Returning
104691,2024-04-07,13:30:00,13,STR_004,PRD_0005,4,4.72,0.05,17.94,12.10,5.84,Credit Card,New
104692,2024-04-07,08:34:00,8,STR_005,PRD_0018,2,5.24,0.00,10.48,6.48,4.00,Credit Card,Returning
104693,2024-04-07,13:54:00,13,STR_004,PRD_0023,4,4.85,0.00,19.40,11.45,7.95,Credit Card,New
104694,2024-04-07,19:06:00,19,STR_006,PRD_0029,2,6.66,0.00,13.32,8.78,4.54,Credit Card,Returning
104695,2024-04-07,10:31:00,10,STR_003,PRD_0048,3,6.68,0.00,20.04,12.13,7.91,Cash,Returning
104696,2024-04-07,09:30:00,9,STR_006,PRD_0002,3,6.12,0.00,18.36,12.33,6.03,Credit Card,New
104697,2024-04-07,16:57:00,16,STR_004,PRD_0042,4,7.14,0.05,27.13,16.78,10.35,Credit Card,New
104698,2024-04-07,13:36:00,13,STR_004,PRD_0029,4,6.19,0.00,24.76,17.10,7.66,Credit Card,Returning
104699,2024-04-07,16:27:00,16,STR_004,PRD_0043,1,5.56,0.00,5.56,3.54,2.02,Credit Card,Returning
104700,2024-04-07,17:23:00,17,STR_004,PRD_0047,1,6.69,0.00,6.69,4.54,2.15,Debit Card,Returning
104701,2024-04-08,16:35:00,16,STR_005,PRD_0034,1,4.80,0.00,4.80,2.91,1.89,Debit Card,Returning
104702,2024-04-08,09:54:00,9,STR_001,PRD_0037,3,3.87,0.00,11.61,6.48,5.13,Credit Card,Returning
104703,2024-04-08,13:25:00,13,STR_006,PRD_0041,4,5.30,0.10,19.08,11.14,7.94,Credit Card,Returning
104704,2024-04-08,15:33:00,15,STR_002,PRD_0042,1,6.37,0.00,6.37,3.64,2.73,Debit Card,Returning
104705,2024-04-08,20:17:00,20,STR_004,PRD_0030,1,6.42,0.00,6.42,3.70,2.72,Credit Card,Returning
104706,2024-04-08,17:38:00,17,STR_001,PRD_0040,4,5.33,0.00,21.32,13.95,7.37,Debit Card,New
104707,2024-04-08,21:20:00,21,STR_001,PRD_0055,4,9.13,0.00,36.52,24.15,12.37,Cash,New
104708,2024-04-08,15:14:00,15,STR_004,PRD_0037,4,4.63,0.00,18.52,11.49,7.03,Credit Card,New
104709,2024-04-08,08:55:00,8,STR_004,PRD_0017,4,7.20,0.10,25.92,15.53,10.39,Debit Card,Returning
104710,2024-04-08,11:07:00,11,STR_002,PRD_0054,2,6.36,0.00,12.72,7.24,5.48,Mobile Wallet,Returning
104711,2024-04-08,14:00:00,14,STR_002,PRD_0030,2,6.75,0.05,12.82,8.62,4.20,Credit Card,Returning
104712,2024-04-08,12:03:00,12,STR_002,PRD_0008,3,5.77,0.10,15.58,9.11,6.47,Cash,Returning
104713,2024-04-08,10:57:00,10,STR_006,PRD_0005,1,4.87,0.10,4.38,2.47,1.91,Debit Card,Returning
104714,2024-04-08,07:56:00,7,STR_004,PRD_0040,1,6.36,0.00,6.36,4.11,2.25,Debit Card,New
104715,2024-04-08,19:12:00,19,STR_003,PRD_0053,4,5.41,0.00,21.64,14.93,6.71,Debit Card,New
104716,2024-04-08,08:58:00,8,STR_006,PRD_0038,4,4.31,0.00,17.24,11.01,6.23,Credit Card,Returning
104717,2024-04-08,14:21:00,14,STR_004,PRD_0056,4,9.77,0.00,39.08,26.28,12.80,Debit Card,Returning
104718,2024-04-08,19:27:00,19,STR_004,PRD_0029,2,7.08,0.00,14.16,8.87,5.29,Debit Card,Returning
104719,2024-04-08,09:11:00,9,STR_006,PRD_0016,1,6.19,0.10,5.57,3.79,1.78,Cash,Returning
104720,2024-04-08,17:20:00,17,STR_001,PRD_0017,4,5.20,0.00,20.80,11.95,8.85,Credit Card,Returning
104721,2024-04-08,09:16:00,9,STR_006,PRD_0031,2,5.19,0.05,9.86,6.39,3.47,Debit Card,New
104722,2024-04-08,08:37:00,8,STR_004,PRD_0044,3,4.79,0.05,13.65,7.84,5.81,Cash,Returning
104723,2024-04-08,18:42:00,18,STR_005,PRD_0053,4,6.71,0.00,26.84,15.62,11.22,Credit Card,Returning
104724,2024-04-08,09:00:00,9,STR_002,PRD_0023,2,5.51,0.00,11.02,7.45,3.57,Credit Card,New
104725,2024-04-08,12:45:00,12,STR_005,PRD_0029,2,5.27,0.05,10.01,6.72,3.29,Mobile Wallet,Returning
104726,2024-04-08,12:35:00,12,STR_002,PRD_0035,4,3.51,0.00,14.04,8.44,5.60,Credit Card,Returning
104727,2024-04-08,15:00:00,15,STR_004,PRD_0053,2,6.11,0.05,11.61,7.70,3.91,Debit Card,Returning
104728,2024-04-08,20:44:00,20,STR_004,PRD_0051,2,3.03,0.00,6.06,4.13,1.93,Credit Card,Returning
104729,2024-04-08,19:54:00,19,STR_004,PRD_0044,4,4.85,0.00,19.40,13.26,6.14,Credit Card,New
104730,2024-04-08,17:19:00,17,STR_003,PRD_0025,4,9.20,0.00,36.80,24.25,12.55,Debit Card,New
104731,2024-04-08,09:38:00,9,STR_003,PRD_0057,3,8.57,0.00,25.71,15.92,9.79,Mobile Wallet,Returning
104732,2024-04-08,16:36:00,16,STR_003,PRD_0030,4,6.31,0.00,25.24,15.25,9.99,Credit Card,Returning
104733,2024-04-08,16:10:00,16,STR_003,PRD_0053,4,5.38,0.05,20.44,14.18,6.26,Credit Card,New
104734,2024-04-08,17:35:00,17,STR_003,PRD_0052,1,7.04,0.00,7.04,4.03,3.01,Credit Card,Returning
104735,2024-04-08,16:10:00,16,STR_005,PRD_0048,2,7.11,0.00,14.22,8.58,5.64,Credit Card,New
104736,2024-04-08,16:31:00,16,STR_001,PRD_0009,4,5.41,0.00,21.64,13.14,8.50,Credit Card,New
104737,2024-04-08,18:48:00,18,STR_006,PRD_0023,3,6.26,0.00,18.78,10.41,8.37,Mobile Wallet,New
104738,2024-04-08,18:48:00,18,STR_001,PRD_0056,2,7.90,0.00,15.80,10.46,5.34,Credit Card,Returning
104739,2024-04-08,15:57:00,15,STR_006,PRD_0040,2,5.20,0.00,10.40,6.32,4.08,Credit Card,New
104740,2024-04-08,14:09:00,14,STR_004,PRD_0017,2,5.67,0.05,10.77,6.38,4.39,Cash,Returning
104741,2024-04-08,09:44:00,9,STR_005,PRD_0054,2,5.72,0.00,11.44,6.36,5.08,Mobile Wallet,Returning
104742,2024-04-08,15:54:00,15,STR_001,PRD_0040,1,5.77,0.00,5.77,3.43,2.34,Cash,Returning
104743,2024-04-08,09:10:00,9,STR_005,PRD_0037,2,4.79,0.00,9.58,5.58,4.00,Credit Card,Returning
104744,2024-04-08,07:40:00,7,STR_002,PRD_0040,2,7.00,0.00,14.00,9.69,4.31,Credit Card,New
104745,2024-04-08,13:43:00,13,STR_004,PRD_0044,4,4.45,0.00,17.80,11.65,6.15,Credit Card,Returning
104746,2024-04-08,19:20:00,19,STR_002,PRD_0050,3,4.42,0.00,13.26,7.88,5.38,Credit Card,Returning
104747,2024-04-08,11:01:00,11,STR_004,PRD_0019,3,5.64,0.00,16.92,10.81,6.11,Credit Card,Returning
104748,2024-04-08,08:10:00,8,STR_005,PRD_0051,4,3.35,0.00,13.40,8.78,4.62,Cash,Returning
104749,2024-04-08,10:57:00,10,STR_005,PRD_0020,2,4.62,0.10,8.32,5.31,3.01,Debit Card,Returning
104750,2024-04-09,14:07:00,14,STR_003,PRD_0029,3,6.45,0.00,19.35,11.08,8.27,Cash,New
104751,2024-04-09,11:31:00,11,STR_006,PRD_0050,2,4.30,0.10,7.74,4.91,2.83,Credit Card,New
104752,2024-04-09,14:46:00,14,STR_004,PRD_0030,4,6.18,0.05,23.48,13.47,10.01,Credit Card,Returning
104753,2024-04-09,06:54:00,6,STR_005,PRD_0045,1,6.17,0.00,6.17,3.48,2.69,Credit Card,New
104754,2024-04-09,16:32:00,16,STR_006,PRD_0047,3,6.49,0.10,17.52,11.64,5.88,Debit Card,New
104755,2024-04-09,13:31:00,13,STR_003,PRD_0032,4,5.72,0.00,22.88,13.90,8.98,Mobile Wallet,Returning
104756,2024-04-09,17:52:00,17,STR_003,PRD_0014,4,4.82,0.10,17.35,9.94,7.41,Credit Card,Returning
104757,2024-04-09,07:57:00,7,STR_002,PRD_0027,2,8.99,0.00,17.98,10.55,7.43,Debit Card,Returning
104758,2024-04-09,10:50:00,10,STR_005,PRD_0026,2,9.61,0.00,19.22,12.09,7.13,Credit Card,Returning
104759,2024-04-09,18:58:00,18,STR_003,PRD_0016,3,5.98,0.05,17.04,10.03,7.01,Credit Card,Returning
104760,2024-04-09,12:07:00,12,STR_002,PRD_0044,4,4.96,0.05,18.85,11.70,7.15,Mobile Wallet,New
104761,2024-04-09,17:09:00,17,STR_004,PRD_0034,3,4.37,0.00,13.11,8.72,4.39,Mobile Wallet,Returning
104762,2024-04-09,15:18:00,15,STR_004,PRD_0053,1,6.92,0.05,6.57,4.16,2.41,Debit Card,New
104763,2024-04-09,19:01:00,19,STR_001,PRD_0027,4,8.24,0.05,31.31,19.15,12.16,Cash,New
104764,2024-04-09,19:20:00,19,STR_004,PRD_0046,1,6.36,0.00,6.36,4.24,2.12,Debit Card,Returning
104765,2024-04-09,12:20:00,12,STR_006,PRD_0038,2,3.66,0.00,7.32,4.35,2.97,Credit Card,New
104766,2024-04-09,13:30:00,13,STR_004,PRD_0032,3,5.17,0.00,15.51,10.58,4.93,Credit Card,Returning
104767,2024-04-09,20:11:00,20,STR_005,PRD_0002,3,6.16,0.00,18.48,10.64,7.84,Credit Card,Returning
104768,2024-04-09,18:49:00,18,STR_004,PRD_0046,1,6.52,0.00,6.52,3.73,2.79,Credit Card,Returning
104769,2024-04-09,15:50:00,15,STR_005,PRD_0028,3,6.65,0.00,19.95,12.18,7.77,Debit Card,Returning
104770,2024-04-09,10:39:00,10,STR_002,PRD_0004,1,4.79,0.10,4.31,2.81,1.50,Credit Card,Returning
104771,2024-04-09,21:10:00,21,STR_003,PRD_0004,2,3.52,0.05,6.69,4.16,2.53,Credit Card,Returning
104772,2024-04-09,11:49:00,11,STR_003,PRD_0038,3,3.19,0.00,9.57,6.69,2.88,Credit Card,New
104773,2024-04-09,13:18:00,13,STR_005,PRD_0003,4,7.20,0.00,28.80,18.26,10.54,Debit Card,New
104774,2024-04-09,09:13:00,9,STR_003,PRD_0008,2,5.71,0.00,11.42,7.40,4.02,Cash,New
104775,2024-04-09,15:25:00,15,STR_006,PRD_0043,1,4.42,0.00,4.42,3.02,1.40,Credit Card,Returning
104776,2024-04-09,07:21:00,7,STR_004,PRD_0016,2,6.91,0.00,13.82,9.12,4.70,Mobile Wallet,Returning
104777,2024-04-09,13:36:00,13,STR_004,PRD_0040,4,5.71,0.10,20.56,12.80,7.76,Credit Card,Returning
104778,2024-04-09,20:56:00,20,STR_004,PRD_0042,4,6.03,0.00,24.12,15.22,8.90,Credit Card,New
104779,2024-04-09,19:53:00,19,STR_003,PRD_0017,2,6.78,0.00,13.56,7.56,6.00,Debit Card,Returning
104780,2024-04-09,21:32:00,21,STR_003,PRD_0053,2,7.05,0.00,14.10,8.16,5.94,Credit Card,New
104781,2024-04-09,16:30:00,16,STR_006,PRD_0056,1,8.48,0.00,8.48,4.89,3.59,Debit Card,Returning
104782,2024-04-09,08:17:00,8,STR_003,PRD_0048,3,6.33,0.00,18.99,11.75,7.24,Credit Card,Returning
104783,2024-04-09,09:45:00,9,STR_004,PRD_0028,3,6.28,0.00,18.84,12.98,5.86,Debit Card,Returning
104784,2024-04-09,19:04:00,19,STR_004,PRD_0042,3,5.88,0.00,17.64,10.44,7.20,Debit Card,Returning
104785,2024-04-09,17:07:00,17,STR_004,PRD_0048,3,7.09,0.10,19.14,11.40,7.74,Credit Card,Returning
104786,2024-04-09,16:07:00,16,STR_002,PRD_0020,4,5.05,0.00,20.20,12.83,7.37,Credit Card,Returning
104787,2024-04-09,13:19:00,13,STR_005,PRD_0029,4,5.95,0.10,21.42,13.75,7.67,Credit Card,Returning
104788,2024-04-09,20:59:00,20,STR_004,PRD_0045,4,4.29,0.10,15.44,8.65,6.79,Credit Card,New
104789,2024-04-09,19:40:00,19,STR_004,PRD_0018,1,5.98,0.00,5.98,4.09,1.89,Credit Card,Returning
104790,2024-04-09,15:17:00,15,STR_001,PRD_0035,3,4.64,0.10,12.53,8.27,4.26,Debit Card,Returning
104791,2024-04-09,11:21:00,11,STR_002,PRD_0018,4,5.64,0.10,20.30,13.80,6.50,Credit Card,Returning
104792,2024-04-09,09:07:00,9,STR_004,PRD_0052,4,6.45,0.00,25.80,14.81,10.99,Debit Card,Returning
104793,2024-04-09,19:59:00,19,STR_002,PRD_0038,3,3.17,0.00,9.51,5.56,3.95,Credit Card,New
104794,2024-04-09,10:28:00,10,STR_004,PRD_0036,2,4.51,0.00,9.02,5.53,3.49,Credit Card,Returning
104795,2024-04-09,13:35:00,13,STR_001,PRD_0039,3,4.46,0.00,13.38,8.28,5.10,Mobile Wallet,Returning
104796,2024-04-09,15:09:00,15,STR_003,PRD_0037,1,4.58,0.00,4.58,3.01,1.57,Debit Card,Returning
104797,2024-04-10,08:38:00,8,STR_002,PRD_0041,3,5.20,0.05,14.82,8.66,6.16,Credit Card,New
104798,2024-04-10,14:00:00,14,STR_006,PRD_0039,3,4.77,0.00,14.31,9.12,5.19,Credit Card,New
104799,2024-04-10,10:31:00,10,STR_005,PRD_0028,4,6.63,0.00,26.52,15.35,11.17,Credit Card,Returning
104800,2024-04-10,09:00:00,9,STR_004,PRD_0020,1,5.05,0.00,5.05,2.99,2.06,Debit Card,Returning
104801,2024-04-10,18:39:00,18,STR_006,PRD_0054,1,6.37,0.00,6.37,4.32,2.05,Credit Card,Returning
104802,2024-04-10,16:39:00,16,STR_002,PRD_0054,4,7.04,0.00,28.16,19.62,8.54,Credit Card,Returning
104803,2024-04-10,08:37:00,8,STR_002,PRD_0048,4,6.81,0.00,27.24,17.36,9.88,Credit Card,New
104804,2024-04-10,11:37:00,11,STR_004,PRD_0043,2,4.52,0.00,9.04,6.12,2.92,Credit Card,Returning
104805,2024-04-10,18:59:00,18,STR_002,PRD_0026,1,9.48,0.00,9.48,5.55,3.93,Mobile Wallet,New
104806,2024-04-10,20:31:00,20,STR_006,PRD_0019,3,4.70,0.00,14.10,9.77,4.33,Credit Card,Returning
104807,2024-04-10,13:27:00,13,STR_005,PRD_0013,4,5.17,0.00,20.68,11.99,8.69,Credit Card,Returning
104808,2024-04-10,12:03:00,12,STR_004,PRD_0021,1,6.03,0.00,6.03,3.43,2.60,Debit Card,Returning
104809,2024-04-10,12:51:00,12,STR_006,PRD_0011,2,9.57,0.00,19.14,11.13,8.01,Credit Card,Returning
104810,2024-04-10,07:53:00,7,STR_003,PRD_0047,4,5.78,0.00,23.12,13.92,9.20,Mobile Wallet,Returning
104811,2024-04-10,17:20:00,17,STR_006,PRD_0029,2,5.75,0.10,10.35,5.99,4.36,Credit Card,Returning
104812,2024-04-10,21:10:00,21,STR_004,PRD_0037,1,3.64,0.05,3.46,2.13,1.33,Cash,Returning
104813,2024-04-10,11:15:00,11,STR_004,PRD_0026,2,7.87,0.00,15.74,9.66,6.08,Credit Card,Returning
104814,2024-04-10,17:56:00,17,STR_002,PRD_0047,2,5.35,0.00,10.70,6.89,3.81,Credit Card,Returning
104815,2024-04-10,18:29:00,18,STR_003,PRD_0002,4,5.98,0.00,23.92,16.57,7.35,Credit Card,New
104816,2024-04-10,06:58:00,6,STR_005,PRD_0029,3,5.67,0.00,17.01,9.80,7.21,Credit Card,Returning
104817,2024-04-10,17:25:00,17,STR_002,PRD_0041,1,5.78,0.10,5.20,3.22,1.98,Credit Card,Returning
104818,2024-04-10,16:29:00,16,STR_004,PRD_0038,1,4.87,0.00,4.87,2.85,2.02,Credit Card,Returning
104819,2024-04-10,11:42:00,11,STR_001,PRD_0048,1,6.73,0.00,6.73,4.18,2.55,Credit Card,Returning
104820,2024-04-10,09:37:00,9,STR_001,PRD_0041,4,5.95,0.05,22.61,14.58,8.03,Debit Card,Returning
104821,2024-04-10,20:53:00,20,STR_004,PRD_0041,3,6.65,0.00,19.95,13.02,6.93,Credit Card,Returning
